Time placed,Buy,Sell,Phase,time when hit,Buy/sell,Stoploss,Price,Close Time,Close price,Active
2018-07-11 10:55:47,375.03,377.29,True,2018-07-11 10:58:32,buy,371.28,376.16,2018-07-11 11:00:06,376.16,False
2018-07-11 11:35:23,377.17,378.69,True,2018-07-11 11:35:52,buy,373.40,377.93,2018-07-11 11:36:08,377.93,False
2018-07-11 11:48:20,379.73,381.25,True,2018-07-11 11:48:38,buy,375.93,380.49,2018-07-11 11:54:06,380.49,False
2018-07-11 16:00:12,375.66716,377.17284,True,2018-07-11 16:08:16,buy,371.9104884,376.42,2018-07-11 17:08:46,376.42,False
2018-07-11 16:02:39,375.71706,377.22294000000005,True,2018-07-11 16:08:16,buy,371.9598894,376.47,2018-07-11 17:08:46,376.47,False
2018-07-11 16:04:41,375.55738,377.06262,True,2018-07-11 16:08:17,buy,371.80180620000004,376.31,2018-07-11 17:08:46,376.31,False
2018-07-11 16:06:14,375.26795999999996,376.77204,True,2018-07-11 16:08:24,buy,371.51528039999994,376.02,2018-07-11 17:08:46,376.02,False
2018-07-11 16:08:16,374.83882,376.34117999999995,True,2018-07-11 16:08:40,buy,371.0904318,375.59,2018-07-11 17:08:46,375.59,False
2018-07-11 16:16:46,372.72306000000003,374.21694,True,2018-07-11 16:20:31,buy,368.99582940000005,373.47,2018-07-11 17:08:46,373.47,False
2018-07-11 16:18:48,372.72306000000003,374.21694,True,2018-07-11 16:20:31,buy,368.99582940000005,373.47,2018-07-11 17:08:46,373.47,False
2018-07-11 16:36:14,374.25,375.75,True,2018-07-11 16:43:12,sell,379.5075,375.0,2018-07-11 17:08:46,375.0,False
2018-07-11 16:38:27,374.98852,376.49148,True,2018-07-11 16:39:07,buy,371.2386348,375.74,2018-07-11 17:08:46,375.74,False
2018-07-11 16:40:32,374.76896,376.27103999999997,True,2018-07-11 16:46:22,sell,380.0337504,375.52,2018-07-11 17:08:46,375.52,False
2018-07-11 16:42:59,374.76896,376.27103999999997,True,2018-07-11 16:46:22,sell,380.0337504,375.52,2018-07-11 17:08:46,375.52,False
2018-07-11 16:44:50,374.76896,376.27103999999997,True,2018-07-11 16:46:22,sell,380.0337504,375.52,2018-07-11 17:08:46,375.52,False
2018-07-11 16:46:22,375.17814,376.68186000000003,True,2018-07-11 16:48:48,buy,371.42635859999996,375.93,2018-07-11 17:08:46,375.93,False
2018-07-11 16:48:32,374.75898,376.26102,True,2018-07-11 16:48:48,buy,371.0113902,375.51,2018-07-11 17:08:46,375.51,False
2018-07-11 17:18:55,375.88671999999997,377.39328,True,2018-07-11 17:19:27,sell,381.1672128,376.64,2018-07-11 17:24:36,376.64,False
2018-07-11 17:11:06,375.84680000000003,377.3532,True,2018-07-11 17:19:27,sell,381.126732,376.6,2018-07-11 17:24:46,376.6,False
2018-07-11 17:15:35,375.85678,377.36322,True,2018-07-11 17:19:27,sell,381.1368522,376.61,2018-07-11 17:24:46,376.61,False
2018-07-11 17:16:20,375.85678,377.36322,True,2018-07-11 17:19:27,sell,381.1368522,376.61,2018-07-11 17:24:46,376.61,False
2018-07-11 17:22:45,376.0464,377.5536,True,2018-07-11 17:25:22,buy,372.285936,376.8,2018-07-11 17:30:35,376.8,False
2018-07-11 17:24:23,376.03642,377.54358,True,2018-07-11 17:25:22,buy,372.2760558,376.79,2018-07-11 17:30:35,376.79,False
2018-07-11 17:20:10,376.77493999999996,378.28506,True,2018-07-11 17:24:36,buy,373.00719059999994,377.53,2018-07-11 17:30:35,377.53,False
2018-07-11 17:28:11,375.50748,377.01252,True,2018-07-11 17:30:35,sell,380.7826452,376.26,2018-07-11 17:31:05,376.26,False
2018-07-11 17:30:35,375.5973,377.1027,True,2018-07-11 17:30:35,sell,380.87372700000003,376.35,2018-07-11 17:31:05,376.35,False
2018-07-11 17:40:00,375.11826,376.62174,True,2018-07-11 17:44:42,buy,371.3670774,375.87,2018-07-11 17:49:38,375.87,False
2018-07-11 17:40:09,375.13822,376.64178,True,2018-07-11 17:44:42,buy,371.38683779999997,375.89,2018-07-11 17:49:38,375.89,False
2018-07-11 17:35:09,375.47754000000003,376.98246,True,2018-07-11 17:41:22,buy,371.7227646,376.23,2018-07-11 17:51:31,376.23,False
2018-07-11 17:32:20,375.57734,377.08266,True,2018-07-11 17:40:41,buy,371.8215666,376.33,2018-07-11 17:51:31,376.33,False
2018-07-11 17:42:27,374.66916000000003,376.17084,True,2018-07-11 17:51:31,sell,379.9325484,375.42,2018-07-11 17:58:50,375.42,False
2018-07-11 17:44:19,374.58932,376.09067999999996,True,2018-07-11 17:51:31,sell,379.85158679999995,375.34,2018-07-11 17:58:50,375.34,False
2018-07-11 17:48:02,374.749,376.251,True,2018-07-11 17:51:31,sell,380.01351,375.5,2018-07-11 17:58:50,375.5,False
2018-07-11 17:49:09,374.749,376.251,True,2018-07-11 17:51:31,sell,380.01351,375.5,2018-07-11 17:58:50,375.5,False
2018-07-11 17:37:46,374.89869999999996,376.4013,True,2018-07-11 18:40:40,buy,371.14971299999996,375.65,2018-07-11 19:50:37,373.77,False
2018-07-11 19:16:47,373.3019,374.79810000000003,True,2018-07-11 19:36:03,buy,369.568881,374.05,2018-07-11 19:50:51,374.05,False
2018-07-11 19:18:49,373.3019,374.79810000000003,True,2018-07-11 19:36:03,buy,369.568881,374.05,2018-07-11 19:50:51,374.05,False
2018-07-11 19:20:17,373.29192,374.78808000000004,True,2018-07-11 19:36:03,buy,369.5590008,374.04,2018-07-11 19:50:51,374.04,False
2018-07-11 19:23:48,373.24202,374.73798,True,2018-07-11 19:36:03,buy,369.50959980000005,373.99,2018-07-11 19:50:51,373.99,False
2018-07-11 19:14:17,373.751,375.249,True,2018-07-11 19:36:00,buy,370.01349,374.5,2018-07-11 19:51:33,374.5,False
2018-07-11 19:30:22,373.86078000000003,375.35922,True,2018-07-11 19:36:00,buy,370.1221722,374.61,2018-07-11 19:53:32,374.61,False
2018-07-11 19:26:05,373.93064,375.42936000000003,True,2018-07-11 19:35:52,buy,370.1913336,374.68,2018-07-11 20:03:43,374.68,False
2018-07-11 19:28:29,373.92066,375.41934000000003,True,2018-07-11 19:35:52,buy,370.1814534,374.67,2018-07-11 20:03:43,374.67,False
2018-07-11 19:33:18,373.89072,375.38928,True,2018-07-11 19:36:00,buy,370.15181279999996,374.64,2018-07-11 20:03:43,374.64,False
2018-07-11 19:35:14,373.89072,375.38928,True,2018-07-11 19:36:00,buy,370.15181279999996,374.64,2018-07-11 20:03:43,374.64,False
2018-07-11 18:44:29,374.1003,375.59970000000004,True,2018-07-11 19:15:20,buy,370.359297,374.85,2018-07-11 20:03:43,374.85,False
2018-07-11 18:47:50,374.1003,375.59970000000004,True,2018-07-11 19:15:20,buy,370.359297,374.85,2018-07-11 20:03:43,374.85,False
2018-07-11 18:48:37,374.1003,375.59970000000004,True,2018-07-11 19:15:20,buy,370.359297,374.85,2018-07-11 20:03:43,374.85,False
2018-07-11 19:00:14,374.0005,375.4995,True,2018-07-11 19:20:17,buy,370.260495,374.75,2018-07-11 20:03:43,374.75,False
2018-07-11 19:04:36,374.07036,375.56964,True,2018-07-11 19:15:20,buy,370.3296564,374.82,2018-07-11 20:03:43,374.82,False
2018-07-11 19:06:15,374.07036,375.56964,True,2018-07-11 19:15:20,buy,370.3296564,374.82,2018-07-11 20:03:43,374.82,False
2018-07-11 19:09:40,374.07036,375.56964,True,2018-07-11 19:15:20,buy,370.3296564,374.82,2018-07-11 20:03:43,374.82,False
2018-07-11 19:10:08,374.07036,375.56964,True,2018-07-11 19:15:20,buy,370.3296564,374.82,2018-07-11 20:03:43,374.82,False
2018-07-11 19:12:59,373.9506,375.44939999999997,True,2018-07-11 19:20:17,buy,370.211094,374.7,2018-07-11 20:03:43,374.7,False
2018-07-11 19:24:32,373.94062,375.43937999999997,True,2018-07-11 19:35:52,buy,370.2012138,374.69,2018-07-11 20:03:43,374.69,False
2018-07-11 18:39:34,374.25998,375.76002,True,2018-07-11 19:15:20,buy,370.5173802,375.01,2018-07-11 20:03:43,375.01,False
2018-07-11 18:40:12,374.25,375.75,True,2018-07-11 19:15:20,buy,370.5075,375.0,2018-07-11 20:03:43,375.0,False
2018-07-11 17:51:07,375.23802,376.74198,True,2018-07-11 18:27:43,buy,371.4856398,375.99,2018-07-11 20:04:10,374.95,False
2018-07-12 04:41:38,376.16616,377.67384000000004,True,2018-07-12 04:46:38,sell,381.45057840000004,376.92,2018-07-12 04:52:44,376.92,False
2018-07-12 04:51:01,376.33581999999996,377.84418,True,2018-07-12 04:52:44,buy,372.5724617999999,377.09,2018-07-12 04:53:33,377.09,False
2018-07-12 04:52:44,375.47754000000003,376.98246,True,2018-07-12 04:53:33,sell,380.7522846,376.23,2018-07-12 05:01:17,376.23,False
2018-07-12 05:01:17,375.37774,376.88226,True,2018-07-12 05:02:23,sell,380.6510826,376.13,2018-07-12 05:10:17,376.13,False
2018-07-12 05:14:24,375.26795999999996,376.77204,True,2018-07-12 05:22:53,buy,371.51528039999994,376.02,2018-07-12 05:43:52,376.02,False
2018-07-12 05:16:56,375.248,376.752,True,2018-07-12 05:22:53,buy,371.49552,376.0,2018-07-12 05:43:52,376.0,False
2018-07-12 04:55:48,376.50548,378.01452,True,2018-07-12 05:01:17,buy,372.74042519999995,377.26,2018-07-12 05:47:44,377.26,False
2018-07-12 05:00:03,376.06636,377.57364,True,2018-07-12 05:14:24,buy,372.3056964,376.82,2018-07-12 05:47:44,376.82,False
2018-07-12 05:04:34,375.67714,377.18286,True,2018-07-12 05:20:24,buy,371.9203686,376.43,2018-07-12 05:47:44,376.43,False
2018-07-12 05:05:46,375.84680000000003,377.3532,True,2018-07-12 05:20:24,buy,372.08833200000004,376.6,2018-07-12 05:47:44,376.6,False
2018-07-12 05:09:16,375.51745999999997,377.02254,True,2018-07-12 05:20:24,buy,371.7622854,376.27,2018-07-12 05:47:44,376.27,False
2018-07-12 05:11:50,375.9965,377.5035,True,2018-07-12 05:20:24,buy,372.236535,376.75,2018-07-12 05:47:44,376.75,False
2018-07-12 05:47:44,375.46756000000005,376.97244,True,2018-07-12 05:47:44,sell,380.74216440000004,376.22,2018-07-12 05:55:26,376.22,False
2018-07-12 05:55:26,375.44759999999997,376.9524,True,2018-07-12 06:04:46,sell,380.721924,376.2,2018-07-12 06:05:41,376.2,False
2018-07-12 06:04:46,376.38572,377.89428,True,2018-07-12 06:05:41,buy,372.6218628,377.14,2018-07-12 06:06:41,377.14,False
2018-07-12 06:06:41,376.246,377.754,True,2018-07-12 06:07:09,buy,372.48354,377.0,2018-07-12 06:08:18,377.0,False
2018-07-12 06:11:10,375.35778,376.86222000000004,True,2018-07-12 06:11:10,sell,380.6308422,376.11,2018-07-12 06:11:40,376.11,False
2018-07-12 05:57:27,375.1981,376.70189999999997,True,2018-07-12 06:04:46,sell,380.46891899999997,375.95,2018-07-12 06:14:30,375.95,False
2018-07-12 06:03:03,375.1981,376.70189999999997,True,2018-07-12 06:04:46,sell,380.46891899999997,375.95,2018-07-12 06:14:30,375.95,False
2018-07-12 05:20:24,374.84880000000004,376.3512,True,2018-07-12 05:47:44,sell,380.114712,375.6,2018-07-12 06:14:51,375.6,False
2018-07-12 05:29:31,374.84880000000004,376.3512,True,2018-07-12 05:47:44,sell,380.114712,375.6,2018-07-12 06:14:51,375.6,False
