Date,Close
2017-12-20,794.99
2017-12-19,799.98
2017-12-18,783.99
2017-12-17,708.78
2017-12-16,683.25
2017-12-15,678.29
2017-12-14,686.51
2017-12-13,690.69
2017-12-12,634.87
2017-12-11,515.25
2017-12-10,429.24
2017-12-09,460.92
2017-12-08,442.19
2017-12-07,415.02
2017-12-06,413.71
2017-12-05,451.87
2017-12-04,465
2017-12-03,459.49
2017-12-02,455.51
2017-12-01,460.67
2017-11-30,432.21
2017-11-29,420.34
2017-11-28,465.56
2017-11-27,473.44
2017-11-26,464
2017-11-25,464
2017-11-24,470.51
2017-11-23,405.19
2017-11-22,380.48
2017-11-21,360
2017-11-20,367.94
2017-11-19,354.7
2017-11-18,346.68
2017-11-17,331
2017-11-16,330.76
2017-11-15,330.59
2017-11-14,334.28
2017-11-13,313.22
2017-11-12,303.9
2017-11-11,313.07
2017-11-10,296.18
2017-11-09,319.52
2017-11-08,307.5
2017-11-07,291.42
2017-11-06,296.9
2017-11-05,295.63
2017-11-04,299.48
2017-11-03,303.47
2017-11-02,284.89
2017-11-01,288.6
2017-10-31,303.69
2017-10-30,307
2017-10-29,304.39
2017-10-28,293.49
2017-10-27,295.99
2017-10-26,295.1
2017-10-25,295.46
2017-10-24,296.3
2017-10-23,284.85
2017-10-22,293.55
2017-10-21,299.23
2017-10-20,302.61
2017-10-19,306.97
2017-10-18,313.45
2017-10-17,315.65
2017-10-16,334.46
2017-10-15,337.23
2017-10-14,339.24
2017-10-13,337.46
2017-10-12,303.06
2017-10-11,303.2
2017-10-10,299.32
2017-10-09,297.4
2017-10-08,309.82
2017-10-07,311.46
2017-10-06,308.43
2017-10-05,295.12
2017-10-04,291.4
2017-10-03,291.69
2017-10-02,296.82
2017-10-01,304.26
2017-09-30,303.44
2017-09-29,292.66
2017-09-28,302.63
2017-09-27,309.75
2017-09-26,289.28
2017-09-25,295.2
2017-09-24,282
2017-09-23,285.9
2017-09-22,262.19
2017-09-21,256.67
2017-09-20,283.5
2017-09-19,282.63
2017-09-18,296.81
2017-09-17,257
2017-09-16,253
2017-09-15,258.68
2017-09-14,222.5
2017-09-13,275.48
2017-09-12,293.9
2017-09-11,297.19
2017-09-10,297.9
2017-09-09,303.08
2017-09-08,304
2017-09-07,334.1
2017-09-06,337.36
2017-09-05,316.18
2017-09-04,295.81
2017-09-03,350.63
2017-09-02,345
2017-09-01,390.35
2017-08-31,387.3
2017-08-30,382.78
2017-08-29,372
2017-08-28,347.09
2017-08-27,348.01
2017-08-26,332.72
2017-08-25,328.7
2017-08-24,325.62
2017-08-23,316.5
2017-08-22,312.54
2017-08-21,322.24
2017-08-20,298.37
2017-08-19,292.78
2017-08-18,292
2017-08-17,299
2017-08-16,301.34
2017-08-15,286
2017-08-14,298.22
2017-08-13,296.64
2017-08-12,307.22
2017-08-11,308.81
2017-08-10,295.97
2017-08-09,293.99
2017-08-08,295.83
2017-08-07,269.51
2017-08-06,264.29
2017-08-05,253.87
2017-08-04,220.73
2017-08-03,224.79
2017-08-02,218
2017-08-01,225.97
2017-07-31,200.81
2017-07-30,195.31
2017-07-29,206.76
2017-07-28,191.2
2017-07-27,202.54
2017-07-26,203.33
2017-07-25,202.7
2017-07-24,226.59
2017-07-23,228.15
2017-07-22,232.01
2017-07-21,216.11
2017-07-20,227.29
2017-07-19,194.63
2017-07-18,226.56
2017-07-17,190.16
2017-07-16,157.4
2017-07-15,170.15
2017-07-14,196.49
2017-07-13,205
2017-07-12,223.92
2017-07-11,188.63
2017-07-10,202
2017-07-09,234.97
2017-07-08,245.23
2017-07-07,238.38
2017-07-06,265.35
2017-07-05,264.77
2017-07-04,266.68
2017-07-03,273.99
2017-07-02,277.64
2017-07-01,255
2017-06-30,275.62
2017-06-29,285.3
2017-06-28,311.62
2017-06-27,279
2017-06-26,251.3
2017-06-25,277
2017-06-24,296.89
2017-06-23,324.37
2017-06-22,320.94
2017-06-21,321.66
2017-06-20,344.15
2017-06-19,355.5
2017-06-18,348.88
2017-06-17,364.56
2017-06-16,348.44
2017-06-15,338.7
2017-06-14,335.95
2017-06-13,382.7
2017-06-12,386.9
2017-06-11,336.33
2017-06-10,325.88
2017-06-09,278.41
2017-06-08,256.95
2017-06-07,250.7
2017-06-06,261.89
2017-06-05,242.16
2017-06-04,241.06
2017-06-03,217.01
2017-06-02,214.77
2017-06-01,211.4
2017-05-31,218.34
2017-05-30,224.69
2017-05-29,189.99
2017-05-28,161.91
2017-05-27,149.99
2017-05-26,152.8
2017-05-25,168.71
2017-05-24,183.88
2017-05-23,168.24
2017-05-22,154.92
2017-05-21,146.14
2017-05-20,123.03
2017-05-19,124.4
2017-05-18,98.6
2017-05-17,89.67
2017-05-16,88.17
2017-05-15,92.56
2017-05-14,90.37
2017-05-13,89.9
2017-05-12,86.99
2017-05-11,89.38
2017-05-10,88.33
2017-05-09,88.94
2017-05-08,88.97
2017-05-07,94.21
2017-05-06,96.65
2017-05-05,91.5
2017-05-04,99.2
2017-05-03,85.79
2017-05-02,82.01
2017-05-01,81.4
2017-04-30,83.51
2017-04-29,73.55
2017-04-28,76
2017-04-27,68
2017-04-26,57.31
2017-04-25,53.9
2017-04-24,53.54
2017-04-23,53.33
2017-04-22,52.15
2017-04-21,51.37
2017-04-20,51.96
2017-04-19,49.66
2017-04-18,52.42
2017-04-17,49.52
2017-04-16,49.58
2017-04-15,49.71
2017-04-14,48.5
2017-04-13,50.65
2017-04-12,46.85
2017-04-11,44.21
2017-04-10,44.17
2017-04-09,43.94
2017-04-08,44.51
2017-04-07,42.25
2017-04-06,43.11
2017-04-05,45.35
2017-04-04,44.41
2017-04-03,44.28
2017-04-02,48.6
2017-04-01,50.59
2017-03-31,49.72
2017-03-30,51.62
2017-03-29,52.88
2017-03-28,50.16
2017-03-27,48.93
2017-03-26,50.46
2017-03-25,50.75
2017-03-24,54.01
2017-03-23,43.14
2017-03-22,41.46
2017-03-21,42.45
2017-03-20,42.06
2017-03-19,43.17
2017-03-18,34.2
2017-03-17,44.65
2017-03-16,45.07
2017-03-15,34.8
2017-03-14,28.66
2017-03-13,28.4
2017-03-12,23.2
2017-03-11,21.3
2017-03-10,19.18
2017-03-09,17.75
2017-03-08,16.51
2017-03-07,18.88
2017-03-06,19.51
2017-03-05,19.35
2017-03-04,18.5
2017-03-03,19.49
2017-03-02,19.02
2017-03-01,17.43
2017-02-28,15.86
2017-02-27,15.5
2017-02-26,14.57
2017-02-25,13.55
2017-02-24,13.11
2017-02-23,13.27
2017-02-22,12.68
2017-02-21,12.82
2017-02-20,12.4
2017-02-19,12.8
2017-02-18,12.79
2017-02-17,12.76
2017-02-16,12.92
2017-02-15,12.92
2017-02-14,12.96
2017-02-13,11.35
2017-02-12,11.26
2017-02-11,11.33
2017-02-10,11.3
2017-02-09,10.9
2017-02-08,11.35
2017-02-07,11.41
2017-02-06,11.32
2017-02-05,11.18
2017-02-04,11.32
2017-02-03,10.93
2017-02-02,10.8
2017-02-01,10.71
2017-01-31,10.71
2017-01-30,10.53
2017-01-29,10.46
2017-01-28,10.51
2017-01-27,10.5
2017-01-26,10.63
2017-01-25,10.48
2017-01-24,10.5
2017-01-23,10.77
2017-01-22,10.64
2017-01-21,10.95
2017-01-20,10.62
2017-01-19,10.38
2017-01-18,10.19
2017-01-17,10.12
2017-01-16,9.61
2017-01-15,9.81
2017-01-14,9.67
2017-01-13,9.67
2017-01-12,9.83
2017-01-11,9.79
2017-01-10,10.61
2017-01-09,10.26
2017-01-08,10.28
2017-01-07,9.84
2017-01-06,10.08
2017-01-05,10.15
2017-01-04,11
2017-01-03,9.74
2017-01-02,8.37
2017-01-01,8.2
2016-12-31,8
2016-12-30,8.16
2016-12-29,8.27
2016-12-28,7.58
2016-12-27,7.12
2016-12-26,7.27
2016-12-25,7.23
2016-12-24,7.25
2016-12-23,7.16
2016-12-22,7.61
2016-12-21,7.89
2016-12-20,7.61
2016-12-19,7.58
2016-12-18,7.93
2016-12-17,7.73
2016-12-16,7.86
2016-12-15,7.83
2016-12-14,8.21
2016-12-13,8.36
2016-12-12,8.45
2016-12-11,8.19
2016-12-10,8.12
2016-12-09,8.52
2016-12-08,8.3
2016-12-07,8.33
2016-12-06,7.71
2016-12-05,6.7
2016-12-04,7.55
2016-12-03,7.91
2016-12-02,7.7
2016-12-01,8.46
2016-11-30,8.62
2016-11-29,8.16
2016-11-28,8.7
2016-11-27,8.88
2016-11-26,9.33
2016-11-25,9.38
2016-11-24,9.2
2016-11-23,9.69
2016-11-22,9.84
2016-11-21,9.61
2016-11-20,9.57
2016-11-19,9.73
2016-11-18,9.52
2016-11-17,9.99
2016-11-16,10.02
2016-11-15,10.27
2016-11-14,10
2016-11-13,10.08
2016-11-12,10.01
2016-11-11,10.27
2016-11-10,10.54
2016-11-09,10.72
2016-11-08,10.92
2016-11-07,10.88
2016-11-06,10.91
2016-11-05,11.17
2016-11-04,11.21
2016-11-03,10.86
2016-11-02,10.86
2016-11-01,10.81
2016-10-31,10.96
2016-10-30,11.28
2016-10-29,10.38
2016-10-28,11.15
2016-10-27,11.57
2016-10-26,11.5
2016-10-25,11.36
2016-10-24,11.99
2016-10-23,12.07
2016-10-22,12.29
2016-10-21,12.16
2016-10-20,12.09
2016-10-19,11.99
2016-10-18,12.54
2016-10-17,12
2016-10-16,11.98
2016-10-15,12.01
2016-10-14,11.93
2016-10-13,12.07
2016-10-12,11.72
2016-10-11,11.78
2016-10-10,11.73
2016-10-09,12.01
2016-10-08,12.26
2016-10-07,12.69
2016-10-06,12.84
2016-10-05,13.11
2016-10-04,13.33
2016-10-03,13.44
2016-10-02,13.16
2016-10-01,13.18
2016-09-30,13.3
2016-09-29,13.1
2016-09-28,13.25
2016-09-27,13.08
2016-09-26,12.9
2016-09-25,13.05
2016-09-24,12.86
2016-09-23,13.36
2016-09-22,13.17
2016-09-21,13.74
2016-09-20,14.45
2016-09-19,12.9
2016-09-18,12.32
2016-09-17,12.8
2016-09-16,12.68
2016-09-15,12.01
2016-09-14,11.94
2016-09-13,12.01
2016-09-12,12
2016-09-11,11.68
2016-09-10,12.13
2016-09-09,11.68
2016-09-08,11.45
2016-09-07,11.64
2016-09-06,11.73
2016-09-05,11.85
2016-09-04,11.73
2016-09-03,12.01
2016-09-02,12.13
2016-09-01,12.22
2016-08-31,11.63
2016-08-30,11.29
2016-08-29,10.93
2016-08-28,10.94
2016-08-27,11.2
2016-08-26,11.22
2016-08-25,11.39
2016-08-24,10.98
2016-08-23,10.99
2016-08-22,11.14
2016-08-21,11.13
2016-08-20,11.26
2016-08-19,10.68
2016-08-18,10.69
2016-08-17,10.72
2016-08-16,11.07
2016-08-15,11.09
2016-08-14,11.16
2016-08-13,11.48
2016-08-12,11.67
2016-08-11,11.64
2016-08-10,12.07
2016-08-09,10.16
2016-08-08,10.16
2016-08-07,10.16
2016-08-06,10.16
2016-08-05,10.16
2016-08-04,10.16
2016-08-03,10.16
2016-08-02,10.16
2016-08-01,11.08
2016-07-31,11.86
2016-07-30,12.52
2016-07-29,12.9
2016-07-28,12.87
2016-07-27,13.03
2016-07-26,12.01
2016-07-25,13.8
2016-07-24,12.65
2016-07-23,14.25
2016-07-22,14.67
2016-07-21,12.55
2016-07-20,12.48
